artist,artist_id,track,composer,piece_path,youtube_link,album,album_date(yyyy-mm-dd),performer_label
Alfred Brendel,19,"4 Impromptus Op.142, D.935: No.2 in A flat: Allegretto",Franz Schubert,".\audio\Franz_Schubert\4_Impromptus_Op.142,_D.935\No.2_in_A_flat_Allegretto\7.mp3",https://www.youtube.com/watch?v=iFa9iXc6dI0,Schubert: Impromptus D899; Impromptus D935,1989-01-01,0
Glenn Gould,15,"The Well-Tempered Clavier, Book 1: Fugue No. 5 in D Major, BWV 850",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\The_Well-Tempered_Clavier,_Book_I\No._5_in_D_Major,_BWV_850_Fugue\2.mp3",https://www.youtube.com/watch?v=mPE0PtJtA-A,"Glenn Gould plays Bach: The Well-Tempered Clavier Books I & II, BWV 846-893",1993,9
Nikolai Lugansky,41,"Chopin: 12 Études, Op. 10: No. 4 in C-Sharp Minor",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._4_in_C-Sharp_Minor\27.mp3",https://www.youtube.com/watch?v=pnKyrz2eYe0,"Chopin: Études, Op. 10 & 25",2000-01-01,15
Glenn Gould,15,"Keyboard Partita No. 5 in G Major, BWV 829: III. Corrente",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._5_In_G_Major,_BWV_829\3._Corrente\8.mp3",https://www.youtube.com/watch?v=bdcWgBRzJ8o,Glenn Gould Plays Bach,2010-06-24,9
Robert Casadesus,21,"Piano Sonata No. 3 in B Minor, Op. 58: IV. Finale: Presto, non tanto - Agitato",Frédéric Chopin,".\audio\Frédéric_Chopin\Piano_Sonata_No._3_in_B_Minor,_Op._58\IV._Finale._Presto_non_tanto\33.mp3",https://www.youtube.com/watch?v=xCeD5zKMUcc,"Casadesus Plays Sonatas by Chopin, Mozart & Haydn",1966,16
Emil Gilels,1,"French Suite No. 5 in G Major, BWV 816: VII. Gigue",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._5_In_G_Major,_BWV_829\7._Gigue\1.mp3",https://www.youtube.com/watch?v=NlUritIR758,Emil Gilels plays Concertos and Sonatas,1955,7
Claudio Arrau,11,"Piano Sonata No. 23 in F Minor, Op. 57, ""Appassionata"": I. Allegro assai",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._23_in_F_Minor,_Op._57_Appassionata\I._Allegro_assai\62.mp3",https://www.youtube.com/watch?v=OpLdi7DsYRs,"Claudio Arrau Plays Beethoven, Schumann & Liszt (Live)",2015-05-05,5
Sviatoslav Richter,0,"Piano Sonata No. 4 in C Minor, Op. 29: I. Allegro molto sostenuto (Live)",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Piano_Sonata_No._4_in_C_Minor,_Op._29\I._Allegro_molto_sostenuto\0.mp3",https://www.youtube.com/watch?v=lLzd3Q_FzxQ,"Richter Archives, Vol. 8: 1990 Savona, Italy Recital (Live)",2017-04-21,18
Lang Lang,39,"Ballade No. 2 in F Major, Op. 38",Frédéric Chopin,".\audio\Frédéric_Chopin\Ballade_No._2_in_F_Major,_Op._38\23.mp3",https://www.youtube.com/watch?v=gJ6wNiwmouk,Lang Lang at Royal Albert Hall,2014,10
Maurizio Pollini,5,"Piano Sonata No. 1 in F Minor, Op. 2 No. 1: I. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1\I._Allegro\2.mp3",https://www.youtube.com/watch?v=7tvCjO8ZdJU,Beethoven: Complete Piano Sonatas,2014-11-01,12
Martha Argerich,7,"Piano Sonata No. 3 in B Minor, Op. 58: I. Allegro maestoso",Frédéric Chopin,".\audio\Frédéric_Chopin\Piano_Sonata_No._3_in_B_Minor,_Op._58\I._Allegro_maestoso\21.mp3",https://www.youtube.com/watch?v=2NX8ct7GVwE,The Collection 1: The Solo Recordings,2008-01-01,11
Vladimir Ashkenazy,6,"Piano Sonata No.28 in A, Op.101: 1. Etwas lebhaft und mit der innigsten Empfindung (Allegretto ma non troppo)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._28_in_A_Major,_Op._101\I._Etwas_lebhaft_und_mit_der_innigsten_Empfindung\15.mp3",https://www.youtube.com/watch?v=rIckHX4ahJw,Beethoven: The Piano Sonatas,1995-01-01,19
Friedrich Gulda,24,"Piano Sonata No. 27 in E Minor, Op. 90: II. Nicht zu geschwind und sehr singbar vorgetragen",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._27_in_E_Minor,_Op._90\II._Nicht_zu_geschwind_und_sehr_singbar_vorgetragen\36.mp3",https://www.youtube.com/watch?v=mApQTv4Rg1U,"Beehoven: Die 32 Klaviersonaten, Eroica-Variationen, Diabelli-Variationen & Sechs Bagatellen",2016-07-01,8
Murray Perahia,13,"Davidsbündlertänze, Op. 6: No. 6. Sehr rasch",Robert Schumann,".\audio\Robert_Schumann\Davidsbündlertänze,_Op._6\6._Sehr_rasch\4.mp3",https://www.youtube.com/watch?v=wy4QA4c7coI,Schumann: Davidsbündlertänze; Fantasiestücke,1973,14
Friedrich Gulda,24,"Piano Sonata No. 15 in D Major, Op. 28 ""Pastorale"": I. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.15_in_D,_Op.28_-Pastorale\1._Allegro\30.mp3",https://www.youtube.com/watch?v=6gaoCEif7iM,Gulda plays Beethoven,2005-01-01,8
Friedrich Gulda,24,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": I. Grave - Allegro di molto e con brio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._8_in_C_Minor,_Op._13_Pathétique\I._Grave_-_Allegro_di_molto_e_con_brio\62.mp3",https://www.youtube.com/watch?v=TDhBaBg57NI,"Beehoven: Die 32 Klaviersonaten, Eroica-Variationen, Diabelli-Variationen & Sechs Bagatellen",2016-07-01,8
Sviatoslav Richter,0,"13 Préludes, Op. 32: No. 12 in G-Sharp Minor (Allegro) [Live]",Sergei Rachmaninoff,".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\3.mp3",https://www.youtube.com/watch?v=uMLzp1B-4FQ,"Sviatoslav Richter Archives, Vol. 10: Carnegie Hall 1960 (Live)",2017-05-19,18
Walter Gieseking,8,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo: Allegro comodo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1\III._Rondo._Allegro_comodo\10.mp3",https://www.youtube.com/watch?v=CfmLpKUQ8-Y,Beethoven: 10 Piano Sonatas (Remastered),2015-06-01,21
Murray Perahia,13,"Kreisleriana, Op. 16: V. Sehr lebhaft",Robert Schumann,".\audio\Robert_Schumann\Kreisleriana,_Op._16\V._Sehr_lebhaft\23.mp3",https://www.youtube.com/watch?v=KpghLVbyQDM,Murray Perahia Plays Schumann,1973,14
Vladimir Horowitz,2,"Blumenstück, Op. 19",Robert Schumann,".\audio\Robert_Schumann\Blumenstück,_Op._19\2.mp3",https://www.youtube.com/watch?v=H1b7l84O4lQ,"Vladimir Horowitz live at Carnegie Hall - Recital March 20, 1950: Clementi, Mendelssohn, Schumann, Barber, Chopin, Prokofiev, Scarlatti, Scriabin & Horowitz",2013,20
Glenn Gould,15,Suite No. 3 in D minor HWV 428: IV. Courante,George Frideric Handel,.\audio\George_Frideric_Handel\Suite_No._3_in_D_Minor\IV._Courante\4.mp3,https://www.youtube.com/watch?v=JDTcrWQRq-w,"Handel: Suites for Harpsichord and J.S. Bach: Selections from The Well Tempered Clavier, Book II",1970,9
Friedrich Gulda,24,"Préludes, Book 1, L. 117: II. Voiles",Claude Debussy,".\audio\Claude_Debussy\Préludes,_Book_1,_L._117\No._2,_Voiles\14.mp3",https://www.youtube.com/watch?v=MgiH3TAqj6s,Debussy: 24 Préludes,2018-01-26,8
Vladimir Horowitz,2,"Scherzo No. 1 in B Minor, Op. 20",Frédéric Chopin,".\audio\Frédéric_Chopin\Scherzo_No._1_in_B_Minor,_Op._20,_B._65\14.mp3",https://www.youtube.com/watch?v=e5CeBjQjJg4,Horowitz reDiscovered,2003-05-06,20
Daniel Barenboim,9,"Piano Sonata No. 6 in F Major, Op. 10 No. 2: II. Allegretto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.6_in_F,_Op.10_No.2\2._Allegretto\6.mp3",https://www.youtube.com/watch?v=OX8Pqf02bIk,Beethoven: Piano Sonatas Nos. 1-6,2020-10-30,6
Emil Gilels,1,"Piano Sonata No.10 In G, Op.14 No.2: 3. Scherzo (Allegro assai)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._10_in_G_Major,_Op._14_No._2\III._Scherzo._Allegro_assai\5.mp3",https://www.youtube.com/watch?v=xHL28YGQPVE,Beethoven: The Piano Sonatas,2006-01-01,7
Friedrich Gulda,24,"Piano Sonata No. 11 in B-Flat Major, Op. 22: II. Adagio con molto espressione",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._11_in_B-Flat_Major,_Op._22\II._Adagio_con_molto_espressione\18.mp3",https://www.youtube.com/watch?v=OwvDe2qOHac,Beethoven: Complete Piano Sonatas,2021-07-23,8
Robert Casadesus,21,"Waldszenen, Op. 82: 8. Jagdlied",Robert Schumann,".\audio\Robert_Schumann\Waldszenen,_Op._82\8._Jagdlied\10.mp3",https://www.youtube.com/watch?v=xH3Do9TLMCk,Robert Casadesus - The Early Recordings (Remastered),1940,16
Alfred Brendel,19,"Piano Sonata No. 2 in A Major, Op. 2 No. 2: I. Allegro vivace",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.2_in_A,_Op.2_No.2\1._Allegro_vivace\13.mp3",https://www.youtube.com/watch?v=Tl0OOYBSPOE,"Alfred Brendel, the Legendary Mozart & Beethoven Recordings, Vol. 3",2013,0
Murray Perahia,13,"English Suite No. 1 in A Major, BWV 806: V. Sarabande",Johann Sebastian Bach,.\audio\Johann_Sebastian_Bach\English_Suite_No.1_in_A_major_BWV_806\5._Sarabande\7.mp3,https://www.youtube.com/watch?v=3j8XmHmygl8,"Bach: English Suites Nos. 1, 3 & 6",1998-03-04,14
Alfred Brendel,19,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._10_in_G_Major,_Op._14_No._2\III._Scherzo._Allegro_assai\24.mp3",https://www.youtube.com/watch?v=Sickd0F4BJw,Beethoven: The Complete Piano Sonatas,2009-01-01,0
Claudio Arrau,11,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": II. Introduzione. Adagio molto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._21_in_C_major,_Op._53,_Waldstein\II._Introduzione_Adagio_molto\25.mp3",https://www.youtube.com/watch?v=fAAdtlWacdI,"Milestones of a Piano Legend: Claudio Arrau Plays Beethoven, Vol. 7",2021-08-13,5
Artur Schnabel,23,"Beethoven: Piano Sonata No. 2 in A Major, Op. 2 No. 2: IV. Rondo. Grazioso",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.2_in_A,_Op.2_No.2\4._Rondo_(Grazioso)\23.mp3",https://www.youtube.com/watch?v=PA3CScxVHJE,Beethoven: Complete Piano Sonatas (2016 Remaster),2016-08-26,4
Vladimir Ashkenazy,6,"Pieces from ""Romeo and Juliet"" Op. 75: 10. Romeo and Juliet Before Parting",Sergei Prokofiev,.\audio\Sergei_Prokofiev\Pieces_from_Romeo_and_Juliet_Op._75\10._Romeo_and_Juliet_Before_Parting\1.mp3,https://www.youtube.com/watch?v=ns_EB1l_iDs,"Prokofiev: Pieces from ""Romeo & Juliet"" & ""Cinderella""",1996-07-16,19
Lang Lang,39,"The Seasons, Op. 37a: VII. July - Song of the Reaper",Pyotr Ilyich Tchaikovsky,".\audio\Pyotr_Ilyich_Tchaikovsky\The_Seasons,_Op._37a,_TH_135\7._July_Song_Of_The_Reaper\1.mp3",https://www.youtube.com/watch?v=EkRlapaqA1E,Lang Lang in Paris,2015-10-09,10
Wilhelm Kempff,28,"Kinderszenen, Op. 15: No. 11 Fürchtenmachen",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\11._Fürchtenmachen\36.mp3",https://www.youtube.com/watch?v=cV4PF9P5lI4,Schumann: Kinderszenen; Waldszenen; Papillons; Three Romances,2000-01-01,22
Sviatoslav Richter,0,"English Suite No.4 in F, BWV 809: 2. Allemande",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\English_Suite_No.4_in_F,_BWV_809\2._Allemande\2.mp3",https://www.youtube.com/watch?v=eOzZ7KlhU7E,Richter The Master - Bach,1993-01-01,18
Vladimir Horowitz,2,"Impromptu ""Nocturne"", S. 191",Franz Liszt,".\audio\Franz_Liszt\Impromptu_(Nocturne),_1872\1.mp3",https://www.youtube.com/watch?v=OAQ2x0d9mrw,Steinway Legends: Vladimir Horowitz,2007-01-01,20
Emil Gilels,1,"Piano Sonata No. 3 in C Major, Op. 2 No. 3: II. Adagio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._3_in_C_Major,_Op._2_No._3\II._Adagio\9.mp3",https://www.youtube.com/watch?v=Rx5p0C5T1wg,The Russian Piano Tradition: Emil Gilels,2007-05-01,7
Vladimir Horowitz,2,"Kinderszenen, Op. 15: 11. Fürchtenmachen",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\11._Fürchtenmachen\1.mp3",https://www.youtube.com/watch?v=6jvzY6m1K9Q,Deep Dive - Horowitz,2022-02-18,20
András Schiff,4,"Six German Dances, D.820: No.4",Franz Schubert,".\audio\Franz_Schubert\Six_German_Dances,_D.820\No.4\2.mp3",https://www.youtube.com/watch?v=YaiLJgYQ_Dw,Schubert: Piano Sonatas; Impromptus,2011-01-01,3
Wilhelm Kempff,28,"Piano Sonata No. 12 in A-Flat Major, Op. 26: III. Marcia funebre sulla morte d'un Eroe",Ludwig van Beethoven,.\audio\Ludwig_van_Beethoven\Sonata_No._12_In_A_Flat_Op._26\3._Marcia_funebre_sulla_morte_d'un_Eroe_-_Live\32.mp3,https://www.youtube.com/watch?v=adXQ3LFEHXU,Beethoven: The Piano Sonatas,1995-01-01,22
Mitsuko Uchida,26,"Piano Sonata No. 29 in B-Flat Major, Op. 106 ""Hammerklavier"": 4. Largo - Allegro risoluto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._29_in_B-Flat_Major,_Op._106_Hammerklavier\IV._Largo_-_Allegro_risoluto\28.mp3",https://www.youtube.com/watch?v=UcjvYfh1lrw,Beethoven: Piano Sonatas Nos.28 & 29,2007-01-01,13
Claudio Arrau,11,"12 Etudes d'exécution transcendante, S.139: No.7 Eroica (Allegro)",Franz Liszt,".\audio\Franz_Liszt\12_Etudes_d'exécution_transcendante,_S.139\No.7_Eroica_(Allegro)\3.mp3",https://www.youtube.com/watch?v=-zEj5yNgLUc,Liszt: The Complete Etudes,1997-01-01,5
Artur Schnabel,23,"Beethoven: Piano Sonata No. 6 in F Major, Op. 10 No. 2: I. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.6_in_F,_Op.10_No.2\1._Allegro\22.mp3",https://www.youtube.com/watch?v=Cw-dWjO1RAQ,Beethoven: Complete Piano Sonatas (2016 Remaster),2016-08-26,4
Maurizio Pollini,5,"Fantasy in C Major, Op. 15, D. 760 ""Wanderer"": III. Presto",Franz Schubert,".\audio\Franz_Schubert\Fantasy_in_C_Major,_Op._15,_D._760_Wanderer-Fantasy\III._Presto\3.mp3",https://www.youtube.com/watch?v=BxiuWEFRvOc,Deep Dive - Pollini,2022-02-18,12
Daniel Barenboim,9,"Piano Sonata No. 2 in A Major, Op. 2 No. 2: 2. Largo appassionato",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.2_in_A,_Op.2_No.2\2._Largo_appassionato\7.mp3",https://www.youtube.com/watch?v=BMsT0Z9eeEM,Beethoven For All - The Piano Sonatas,2006-01-01,6
Wilhelm Kempff,28,"Piano Sonata No. 25 in G Major, Op. 79: II. Andante",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.25_in_G,_Op.79\2._Andante\26.mp3",https://www.youtube.com/watch?v=ab6of4L8OU4,"Wilhelm Kempff, Piano (Vol.1)",2011-01-01,22
Murray Perahia,13,"Piano Sonata No. 11 in B-Flat Major, Op. 22: III. Minuetto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._11_in_B-Flat_Major,_Op._22\III._Menuetto\13.mp3",https://www.youtube.com/watch?v=ExiH-_NoBN4,Beethoven: Piano Sonatas Nos. 4 & 11,1983,14
Wilhelm Kempff,28,"Piano Sonata No. 19 in G Minor, Op. 49, No. 1: II. Rondo (Allegro)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1\II._Rondo._Allegro\31.mp3",https://www.youtube.com/watch?v=h8E3aKk6vaI,"Wilhelm Kempff, Piano (Vol.1)",2011-01-01,22
Walter Gieseking,8,"Piano Sonata No. 27 in E Minor, Op. 90: II. Nicht zu geschwind und sehr singbar vorgetragen",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._27_in_E_Minor,_Op._90\II._Nicht_zu_geschwind_und_sehr_singbar_vorgetragen\17.mp3",https://www.youtube.com/watch?v=LRqt8AjJXtU,"Beethoven: Piano Sonatas, Vol. 4",2010-08-24,21
Wilhelm Kempff,28,"Piano Sonata No. 28 in A Major, Op. 101: IV. Allegro (Geschwind, doch nicht zu sehr, und mit Entschlossenheit)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._28_in_A_Major,_Op._101\IV._Geschwind,_doch_nicht_zu_sehr,_und_mit_Entschlossenheit\41.mp3",https://www.youtube.com/watch?v=QonX6ukfzKE,Beethoven: The Late Sonatas – Pre-war 78 RPM Recordings,1936,22
Sviatoslav Richter,0,"Waldszenen, Op. 82: No. 4, Verrufene Stelle",Robert Schumann,".\audio\Robert_Schumann\Waldszenen,_Op._82\4._Verrufene_Stelle\0.mp3",https://www.youtube.com/watch?v=aJfWFqT2J5A,Sviatoslav Richter Plays Schumann & Brahms,2018-03-23,18
Vladimir Horowitz,2,"Scherzo No. 1 in B Minor, Op. 20",Frédéric Chopin,".\audio\Frédéric_Chopin\Scherzo_No._1_in_B_Minor,_Op._20,_B._65\8.mp3",https://www.youtube.com/watch?v=lnysnGl5Zyk,"Vladimir Horowitz live at Carnegie Hall - Recital April 23, 1951: Haydn, Brahms, Chopin, Mussorgsky, Scarlatti, Schumann, Moszkowski & Sousa",2013,20
Vladimir Ashkenazy,6,"Piano Sonata No.2 in B flat minor, Op.35: 4. Finale (Presto)",Frédéric Chopin,".\audio\Frédéric_Chopin\Piano_Sonata_No.2_in_B_flat_minor,_Op.35\4._Finale_(Presto)\6.mp3",https://www.youtube.com/watch?v=yQPrYUxdwN8,Chopin: Preludes; Piano Sonata No.2,2009-01-01,19
Martha Argerich,7,"Prokofiev: Piano Sonata No. 7 in B-Flat Major, Op. 83: II. Andante caloroso",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Piano_Sonata_No._7,_Op._83\II._Andante_caloroso\7.mp3",https://www.youtube.com/watch?v=PFonQQH-iCo,Martha Argerich - The Warner Classics Recordings,2016-11-04,11
Alfred Brendel,19,"Piano Sonata No.32 in C minor, Op.111: 1. Maestoso - Allegro con brio ed appassionato",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._32_in_C_Minor,_Op._111\I._Maestoso_-_Allegro_con_brio_ed_appassionato\44.mp3",https://www.youtube.com/watch?v=fVlY90b65ow,Brendel spielt Beethoven (Klavierkonzerte / Klaviersonaten),2010-01-01,0
Emil Gilels,1,"Piano Sonata No.6 In F, Op.10 No.2: 2. Allegretto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.6_in_F,_Op.10_No.2\2._Allegretto\0.mp3",https://www.youtube.com/watch?v=gtEuWXfuJ4E,Beethoven: The Piano Sonatas,2006-01-01,7
Glenn Gould,15,"English Suite No. 2 in A Minor, BWV 807: I. Prélude",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\English_Suite_No.2_in_A_minor,_BWV_807\1._Prelude\14.mp3",https://www.youtube.com/watch?v=UJb8nPgj6tY,"Bach: The English Suites Nos. 1-6, BWV 806-811 (Gould Remastered)",1977,9
Artur Schnabel,23,"Kinderszenen, Op. 15: VI. Eichtige Begebenheit",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\6._Wichtige_Begebenheit\33.mp3",https://www.youtube.com/watch?v=7D8f3aCgSBE,"Brahms: Piano Concerto No. 2 / Schumann: Kinderszenen (Schnabel) (1935, 1947)",2001-12-01,4
Walter Gieseking,8,"Sonatine for Piano in F-Sharp Minor, M. 40: II. Mouvement de menuet",Maurice Ravel,".\audio\Maurice_Ravel\Sonatine,_M._40\II._Mouvement_de_Menuet\7.mp3",https://www.youtube.com/watch?v=7ipdVMWdjog,"Ravel: Piano Trio, Miroirs, Sonatine, Pavane & Other Works (Digital Remaster 2020)",2020-09-18,21
Robert Casadesus,21,"Valses nobles et sentimentales, M. 61",Maurice Ravel,".\audio\Maurice_Ravel\Valses_nobles_et_sentimentales,_M._61\6.mp3",https://www.youtube.com/watch?v=zdjL7n-WSRE,"Milestones of a Piano Legend: Robert Casadesus, Vol. 4",2019-10-04,16
Walter Gieseking,8,"Piano Sonata No. 4 in E-Flat Major, Op. 7: II. Largo con gran espressione",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_Grand\II._Largo,_con_gran_espressione\3.mp3",https://www.youtube.com/watch?v=R5HV3zHXOmc,"Beethoven: Piano Sonatas, Vol. 1",2015-01-06,21
Samson François,48,"Chopin: Nocturne No. 5 in F-Sharp Major, Op. 15 No. 2",Frédéric Chopin,".\audio\Frédéric_Chopin\Nocturne_No._5_in_F-Sharp_Major,_Op._15_No._2\21.mp3",https://www.youtube.com/watch?v=6uifWzDjqGo,Intégrale de des Enregistrements,2010-10-20,17
Glenn Gould,15,"Partita No. 6 in E Minor, BWV 830: I. Toccata - Remastered",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._6_In_E_Minor,_BWV_830\1._Toccata\10.mp3",https://www.youtube.com/watch?v=cxDh4sjzZt4,"Bach: Partitas Nos. 5 & 6, BWV 829 & 830 (Gould Remastered)",1957,9
Sviatoslav Richter,0,"Romance in F Minor, Op. 5",Pyotr Ilyich Tchaikovsky,".\audio\Pyotr_Ilyich_Tchaikovsky\Romance_in_F_Minor,_Op._5\3.mp3",https://www.youtube.com/watch?v=saNKRiJEXsU,Tchaikovsky. Recital,1984,18
Wilhelm Kempff,28,"Fantasy in C Major, Op. 15, D. 760 ""Wanderer"": II. Adagio",Franz Schubert,".\audio\Franz_Schubert\Fantasy_in_C_Major,_Op._15,_D._760_Wanderer-Fantasy\II._Adagio\8.mp3",https://www.youtube.com/watch?v=FHi3pqtGJo8,"Schubert: Fantasia in C Major ""Wanderer""; Impromptus",1998-01-01,22
Robert Casadesus,21,"Gaspard de la Nuit, M. 55: III. Scarbo",Maurice Ravel,".\audio\Maurice_Ravel\Gaspard_de_la_nuit,_M.55\Scarbo\23.mp3",https://www.youtube.com/watch?v=PySPmKU4btQ,Casadesus Plays Piano Music of Ravel,1952,16
Daniel Barenboim,9,"Beethoven: Piano Sonata No. 27 in E Minor, Op. 90: II. Nicht zu geschwind und sehr singbar vorzutragen",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._27_in_E_Minor,_Op._90\II._Nicht_zu_geschwind_und_sehr_singbar_vorgetragen\18.mp3",https://www.youtube.com/watch?v=LB6ZBW0M4uI,Beethoven: Complete Piano Sonatas & Diabelli Variations,2021-08-20,6
Vladimir Horowitz,2,"Piano Sonata No. 11 in A Major, K. 331: III. Alla turca. Allegretto",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._11_in_A_Major,_K._331\3._Alla_Turca._Allegretto\1.mp3",https://www.youtube.com/watch?v=_z-rSpNwsBI,Portrait of Vladimir Horowitz,1989-02-14,20
Wilhelm Kempff,28,"French Suite No. 5 in G Major, BWV 816: III. Sarabande",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._5_In_G_Major,_BWV_829\4._Sarabande\14.mp3",https://www.youtube.com/watch?v=UjfxwXdSXrM,"Wilhelm Kempff, Piano (Vol.1)",2011-01-01,22
Artur Schnabel,23,"Beethoven: Piano Sonata No. 27 in E Minor, Op. 90: I. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._27_in_E_Minor,_Op._90\I._Mit_Lebhaftigkeit_und_durchaus_mit_Empfindung_und_Ausdruck\34.mp3",https://www.youtube.com/watch?v=xh6cqafUCfU,Beethoven: Piano Sonatas,2004-08-01,4
Vladimir Horowitz,2,"Kinderszenen, Op. 15: IV. Bittendes Kind",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\4._Bittendes_Kind\14.mp3",https://www.youtube.com/watch?v=tFPPvEC0qAc,The Original Jacket Collection- Vladimir Horowitz,1928,20
Wilhelm Kempff,28,"Kinderszenen, Op. 15: No. 3 Hasche-Mann",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\3._Hasche-Mann\36.mp3",https://www.youtube.com/watch?v=tH8zvDUDSj0,Schumann: Kinderszenen; Waldszenen; Papillons; Three Romances,2000-01-01,22
Walter Gieseking,8,"Invention No. 11 in G Minor, BWV 782",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Invention_No.11_in_G_minor,_BWV782\3.mp3",https://www.youtube.com/watch?v=yjV_0FPijUo,J.S. Bach: Piano Works (2021 Remastered Version),2021-03-26,21
Claudio Arrau,11,"Piano Sonata No.26 in E flat, Op.81a -""Les adieux"": 3. Das Wiedersehn (Vivacissimamente)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.26_in_E_flat,_Op.81a_-Les_adieux\3._Das_Wiedersehn_(Vivacissimamente)\10.mp3",https://www.youtube.com/watch?v=2gwl3phe2IE,Claudio Arrau - An Anniversary Tribute,2002-12-06,5
Robert Casadesus,21,"Préludes, Book 2, L. 123: No. 2, Feuilles mortes",Claude Debussy,".\audio\Claude_Debussy\Préludes,_Book_2,_L._123\No._2,_Feuilles_mortes\8.mp3",https://www.youtube.com/watch?v=DMxX1QtmBzc,"Milestones of a Piano Legend: Robert Casadesus, Vol. 9",2019-10-04,16
Sviatoslav Richter,0,"Faschingsschwank aus Wien, Op. 26: I. Allegro: Sehr lebhaft",Robert Schumann,".\audio\Robert_Schumann\Faschingsschwank_aus_Wien,_Op._26\I._Allegro\2.mp3",https://www.youtube.com/watch?v=o1QxAhgv6i8,"Schumann: Papillons, Faschingsschwank aus Wien & Piano Sonata No. 2 in G Minor",2013-08-27,18
